,12,13,14,23,24,34
0,2.0,2.0,2.8284271247461903,2.8284271247461903,2.0,2.0
1,1.9950006413143582,1.9950008016429297,2.8207905558381685,2.8219216713997826,1.9950008016429297,1.9950006413143582
2,1.9850531745181703,1.9850565430185005,2.805589018685919,2.8089767223208355,1.9850565430185005,1.9850531745181703
3,1.970282876961147,1.9702991993586743,2.7830001857188638,2.7897560062319857,1.9702991993586743,1.970282876961147
4,1.950886202056202,1.9509355636118064,2.7533040605379844,2.7645177475417038,1.9509355636118064,1.950886202056202
5,1.9271260120076192,1.9272421710815186,2.716876588686642,2.733609039574006,1.9272421710815186,1.9271260120076192
6,1.8993250922577232,1.8995583788242967,2.6741808142602093,2.697458038605491,1.8995583788242967,1.8993250922577232
7,1.867858216184047,1.8682778878298687,2.6257558630922913,2.6565642271913976,1.8682778878298687,1.867858216184047
8,1.8331430785093183,1.8338390520488372,2.5722041075735427,2.6114870606232037,1.8338390520488372,1.8331430785093183
9,1.7956304433226957,1.7967143503606062,2.514176927210287,2.562833361766674,1.7967143503606062,1.7956304433226957
10,1.755793858152814,1.7573994056887636,2.4523595204369,2.511243864890337,1.7573994056887636,1.755793858152814
11,1.7141192721364598,1.7164019222469378,2.3874552456430242,2.457379327330314,1.7164019222469378,1.7141192721364598
12,1.6710948684973372,1.6742308816642697,2.3201699726327707,2.4019066289006386,1.6742308816642697,1.6710948684973372
13,1.6272013843632056,1.6313862966535413,2.2511969105801994,2.3454852637685493,1.6313862966535413,1.6272013843632056
14,1.5829031491246035,1.5883497720318478,2.181202346632871,2.2887545998210337,1.5883497720318478,1.5829031491246035
15,1.5386400297601617,1.5455760716047344,2.1108126829613667,2.232322238742378,1.5455760716047344,1.5386400297601617
16,1.4948204301640746,1.503485838866388,2.0406031020202007,2.176753758914734,1.503485838866388,1.4948204301640746
17,1.4518154525674785,1.4624595716678943,1.9710881230564985,2.122564065849843,1.4624595716678943,1.4518154525674785
18,1.4099542927590454,1.4228329070368002,1.9027142404703794,2.0702105141316522,1.4228329070368002,1.4099542927590454
19,1.3695209066248941,1.3848932326846877,1.835854759324754,2.020087903521892,1.3848932326846877,1.3695209066248941
20,1.3307519531786745,1.3488776066707946,1.7708068676557671,1.9725253922429802,1.3488776066707946,1.3307519531786745
21,1.2938359886806052,1.314971936445267,1.7077909114070347,1.927785314207409,1.314971936445267,1.2938359886806052
22,1.2589138580043329,1.2833113433559442,1.646951767569195,1.8860638351374173,1.2833113433559442,1.2589138580043329
23,1.2260802037693328,1.2539816188529218,1.5883621458860062,1.8474933354700218,1.2539816188529218,1.2260802037693328
24,1.1953859916403073,1.227021663921851,1.5320275905255523,1.8121463654834367,1.227021663921851,1.1953859916403073
25,1.1668419320856052,1.2024267930217067,1.4778929016470166,1.780040979742721,1.2024267930217067,1.1668419320856052
26,1.1404226647835096,1.1801527766490643,1.4258496542863708,1.7511472233721512,1.1801527766490643,1.1404226647835096
27,1.1160715612175958,1.160120490745298,1.375744460324761,1.7253945119664662,1.160120490745298,1.1160715612175958
28,1.093705992875602,1.142221034560582,1.3273876008622532,1.7026796211774067,1.142221034560582,1.093705992875602
29,1.0732229059332294,1.1263211698860784,1.2805616537986346,1.6828749832056966,1.1263211698860784,1.0732229059332294
30,1.0545045379593292,1.1122689235887502,1.2350297574326214,1.665836978481422,1.1122689235887502,1.0545045379593292
31,1.037424108589015,1.099899183680034,1.190543187286491,1.6514139148878881,1.099899183680034,1.037424108589015
32,1.0218513159821985,1.0890391100417145,1.1468479804742373,1.6394534065236703,1.0890391100417145,1.0218513159821985
33,1.0076574767732864,1.0795131789714894,1.1036904179076936,1.629808900146537,1.0795131789714894,1.0076574767732864
34,0.9947201617610754,1.0711476905894988,1.0608212651669628,1.6223451486215468,1.0711476905894988,0.9947201617610754
35,0.9829272044287591,1.0637745933408218,1.0179987714624503,1.6169424926557285,1.0637745933408218,0.9829272044287591
36,0.9721799941257127,1.0572345214041725,0.9749905249986988,1.6134998781258005,1.0572345214041725,0.9721799941257127
37,0.9623960073284368,1.0513789968429939,0.9315743544271834,1.6119365981441716,1.0513789968429939,0.9623960073284368
38,0.9535105731920083,1.0460718141471657,0.8875385435455976,1.6121927982552968,1.0460718141471657,0.9535105731920083
39,0.9454779062216044,1.0411896940705159,0.8426816860357405,1.6142288127348887,1.0411896940705159,0.9454779062216044
