,12,13,14,23,24,34
0,2.0,2.0,2.8284271247461903,2.8284271247461903,2.0,2.0
1,1.9990008544012243,1.9990010680014731,2.8263595442187355,2.8276664291871616,1.9990010680014731,1.9990008544012243
2,1.9980027049572218,1.9980048408484168,2.8242923447542725,2.826905460946546,1.9980048408484168,1.9980027049572218
3,1.9970055472652313,1.997011311554136,2.8222255253759476,2.8261442193990036,1.997011311554136,1.9970055472652313
4,1.9960093769396892,1.996020473135994,2.8201590851157734,2.825382703928145,1.996020473135994,1.9960093769396892
5,1.995014189612183,1.9950323186154473,2.8180930230146033,2.8246209139265113,1.9950323186154473,1.995014189612183
6,1.9940199809314043,1.9940468410180745,2.8160273381221037,2.8238588487955605,1.9940468410180745,1.9940199809314043
7,1.9930267465631026,1.9930640333736112,2.813962029496732,2.82309650794565,1.9930640333736112,1.9930267465631026
8,1.9920344821900389,1.99208388871598,2.8118970962057075,2.822333890796021,1.99208388871598,1.9920344821900389
9,1.991043183511939,1.9911064000833247,2.809832537324988,2.8215709967747817,1.9911064000833247,1.991043183511939
10,1.9900528462454483,1.9901315605180434,2.807768351939242,2.8208078253188904,1.9901315605180434,1.9900528462454483
11,1.989063466124083,1.9891593630668192,2.8057045391418236,2.8200443758741405,1.9891593630668192,1.989063466124083
12,1.9880750388981872,1.9881898007806569,2.8036410980347455,2.8192806478951424,1.9881898007806569,1.9880750388981872
13,1.9870875603348843,1.987222866714913,2.801578027728654,2.8185166408453055,1.987222866714913,1.9870875603348843
14,1.9861010262180319,1.9862585539293305,2.799515327342802,2.817752354196825,1.9862585539293305,1.9861010262180319
15,1.9851154323481768,1.9852968554880737,2.797452996005023,2.8169877874306604,1.9852968554880737,1.9851154323481768
16,1.9841307745425079,1.9843377644597606,2.7953910328517035,2.8162229400365226,1.9843377644597606,1.9841307745425079
17,1.9831470486348104,1.9833812739174976,2.7933294370277575,2.8154578115128532,1.9833812739174976,1.9831470486348104
18,1.9821642504754207,1.9824273769389136,2.7912682076866,2.8146924013668095,1.9824273769389136,1.9821642504754207
19,1.981182375931181,1.9814760666061944,2.7892073439901197,2.8139267091142455,1.9814760666061944,1.981182375931181
20,1.9802014208853944,1.9805273360061166,2.7871468451086527,2.813160734279696,1.9805273360061166,1.9802014208853944
21,1.9792213812377766,1.979581178230084,2.785086710220955,2.8123944763963573,1.979581178230084,1.9792213812377766
22,1.978242252904414,1.97863758637416,2.7830269385141766,2.81162793500607,1.97863758637416,1.978242252904414
23,1.9772640318177164,1.9776965535391053,2.7809675291838327,2.8108611096593026,1.9776965535391053,1.9772640318177164
24,1.9762867139263722,1.9767580728304106,2.778908481433779,2.810093999915131,1.9767580728304106,1.9762867139263722
25,1.9753102951953043,1.9758221373583333,2.7768497944761825,2.8093266053412225,1.9758221373583333,1.9753102951953043
26,1.9743347716056234,1.974888740237933,2.7747914675314957,2.8085589255138173,1.974888740237933,1.9743347716056234
27,1.9733601391545845,1.9739578745891053,2.772733499828428,2.807790960017709,1.9739578745891053,1.9733601391545845
28,1.9723863938555406,1.9730295335366208,2.7706758906039197,2.807022708446229,1.9730295335366208,1.9723863938555406
29,1.9714135317379002,1.9721037102101566,2.7686186391031136,2.8062541704012247,1.9721037102101566,1.9714135317379002
30,1.9704415488470803,1.9711803977443367,2.7665617445793274,2.8054853454930435,1.9711803977443367,1.9704415488470803
31,1.969470441244462,1.9702595892787647,2.7645052062940265,2.804716233340513,1.9702595892787647,1.969470441244462
32,1.968500205007348,1.9693412779580615,2.762449023516798,2.8039468335709232,1.9693412779580615,1.968500205007348
33,1.967530836228916,1.9684254569319015,2.760393195525319,2.803177145820008,1.9684254569319015,1.967530836228916
34,1.9665623310181757,1.967512119355049,2.758337721605333,2.8024071697319237,1.967512119355049,1.9665623310181757
35,1.9655946854999231,1.9666012583873942,2.7562826010506187,2.801636904959233,1.9666012583873942,1.9655946854999231
36,1.9646278958146979,1.965692867193991,2.7542278331629646,2.8008663511628846,1.965692867193991,1.9646278958146979
37,1.9636619581187382,1.964786938945092,2.752173417252141,2.8000955080121956,1.964786938945092,1.9636619581187382
38,1.9626968685839374,1.963883466816187,2.7501193526358687,2.7993243751848285,1.963883466816187,1.9626968685839374
39,1.9617326233977987,1.96298244398804,2.7480656386397957,2.798552952366776,1.96298244398804,1.9617326233977987
