,x,y,z
0,-2.423741614450766,-2.4233414911512345,2.427373761216372
1,-2.4053047402121255,-2.404107942450781,2.4161491013932266
2,-2.3779268866368417,-2.3755457200378225,2.399433891263106
3,-2.3419725016243658,-2.3380331788390185,2.377387332572935
4,-2.2979316144164366,-2.2920789058026627,2.3502220755686554
5,-2.2464088850478516,-2.238310216205721,2.3181982861809582
6,-2.188109928758653,-2.177458788609835,2.281616541885758
7,-2.1238253524359996,-2.11034389774417,2.240809975180495
8,-2.0544130154198035,-2.037853783783505,2.1961361089062614
9,-1.9807790810115913,-1.9609257532164814,2.147968812330943
10,-1.903858455557666,-1.8805256384455973,2.0966907544918034
11,-1.8245952180006308,-1.7976272493892886,2.042686649657679
12,-1.7439236244871703,-1.7131924309495687,1.9863374899670525
13,-1.6627502313432057,-1.628152296831537,1.9280158549270312
14,-1.5819376179174998,-1.5433901455900563,1.8680822888726156
15,-1.5022901118133725,-1.459726482664736,1.8068826561427398
16,-1.424541826967903,-1.3779064770438907,1.7447463269309842
17,-1.349347224505397,-1.2985900780712454,1.6819850179605267
18,-1.2772743021848407,-1.2223449119966723,1.6188921108215377
19,-1.2088004155544652,-1.1496419743304211,1.5557422930379348
20,-1.144310637475209,-1.0808540377035252,1.4927914061638408
21,-1.0840984770332769,-1.016256609977034,1.430276433428189
22,-1.028368708108266,-0.9560312071482726,1.368415608245494
23,-0.9772420054023994,-0.9002706524822078,1.3074086664621578
24,-0.9307610540491782,-0.8489860783104353,1.2474372929966757
25,-0.8888977892316376,-0.8021152897572735,1.1886658229092961
26,-0.851561434112644,-0.759532148484628,1.1312422455618654
27,-0.8186070352877398,-0.7210566462280737,1.0752995288074962
28,-0.789844240017668,-0.6864653581712705,1.0209572316861766
29,-0.7650461114861856,-0.6555019903030906,0.9683233160379872
30,-0.7439578284412196,-0.6278877583938445,0.9174960103776467
31,-0.7263051548042246,-0.6033313560708107,0.8685655364301679
32,-0.7118025860519708,-0.5815382849762445,0.8216154934487067
33,-0.7001610794245788,-0.5622193333191784,0.7767237184819683
34,-0.691095257169611,-0.5450980049799438,0.7339625060567756
35,-0.6843299450174563,-0.5299167255634798,0.6933981723496248
36,-0.6796058850447116,-0.516441689304715,0.6550900701825373
37,-0.6766844567044527,-0.5044662630756606,0.619089277327743
38,-0.6753512618180593,-0.49381292762443857,0.5854372647676186
39,-0.6754184808651619,-0.48433380338753323,0.5541648824744451
40,-0.6767259822284779,-0.47590986739037094,0.5252919689459423
