,dorsal1,dorsal2,anterior1,anterior2
0,90.0,90.0,0.0,0.0
1,89.99950399096348,89.99950399096348,0.0009920181129119345,-0.0009920181129119345
2,89.99851076314489,89.99851076314489,0.0029591062978481138,-0.0029591062978481138
3,89.99702035309814,89.99702035309814,0.0058821556839090995,-0.0058821556839090995
4,89.99503279738008,89.99503279738008,0.009742429307822625,-0.009742429307822625
5,89.99254813255564,89.99254813255564,0.014521556597647815,-0.014521556597647815
6,89.98956639520442,89.98956639520442,0.020201525323272927,-0.020201525323272927
7,89.98608762192826,89.98608762192826,0.026764674801528953,-0.026764674801528953
8,89.98211184936027,89.98211184936027,0.03419368883497102,-0.03419368883497102
9,89.97763911417435,89.97763911417435,0.04247158900613287,-0.04247158900613287
10,89.9726694530958,89.9726694530958,0.05158172798115968,-0.05158172798115968
11,89.96720290291232,89.96720290291232,0.06150778298975221,-0.06150778298975221
12,89.96123950048532,89.96123950048532,0.07223374929647951,-0.07223374929647951
13,89.9547792827619,89.9547792827619,0.08374393409225923,-0.08374393409225923
14,89.94782228678676,89.94782228678676,0.09602295014551426,-0.09602295014551426
15,89.94036854971435,89.94036854971435,0.10905570986718308,-0.10905570986718308
16,89.93241810882105,89.93241810882105,0.12282741931412218,-0.12282741931412218
17,89.92397100151719,89.92397100151719,0.13732357237937903,-0.13732357237937903
18,89.91502726535911,89.91502726535911,0.15252994512269347,-0.15252994512269347
19,89.90558693806099,89.90558693806099,0.16843259013359893,-0.16843259013359893
20,89.89565005750632,89.89565005750632,0.18501783109201328,-0.18501783109201328
21,89.88521666175917,89.88521666175917,0.20227225737811544,-0.20227225737811544
22,89.87428678907523,89.87428678907523,0.22018271882708929,-0.22018271882708929
23,89.86286047791232,89.86286047791232,0.2387363205648126,-0.2387363205648126
24,89.85093776694053,89.85093776694053,0.25792041796707665,-0.25792041796707665
25,89.83851869505206,89.83851869505206,0.27772261171257984,-0.27772261171257984
26,89.82560330137046,89.82560330137046,0.29813074293712505,-0.29813074293712505
27,89.81219162525946,89.81219162525946,0.3191328884836664,-0.3191328884836664
28,89.79828370633133,89.79828370633133,0.3407173562643607,-0.3407173562643607
29,89.7838795844548,89.7838795844548,0.36287268070722084,-0.36287268070722084
30,89.76897929976235,89.76897929976235,0.38558761828651755,-0.38558761828651755
31,89.75358289265712,89.75358289265712,0.40885114316878035,-0.40885114316878035
32,89.73769040381922,89.73769040381922,0.4326524429339787,-0.4326524429339787
33,89.72130187421159,89.72130187421159,0.4569809143838644,-0.4569809143838644
34,89.7044173450854,89.7044173450854,0.4818261594493015,-0.4818261594493015
35,89.68703685798476,89.68703685798476,0.5071779811672907,-0.5071779811672907
36,89.6691604547512,89.6691604547512,0.5330263797579076,-0.5330263797579076
37,89.65078817752737,89.65078817752737,0.5593615487685378,-0.5593615487685378
38,89.63192006876055,89.63192006876055,0.5861738713010175,-0.5861738713010175
39,89.61255617120543,89.61255617120543,0.6134539163335236,-0.6134539163335236
40,89.59269652792656,89.59269652792656,0.6411924350937397,-0.6411924350937397
41,89.57234118230045,89.57234118230045,0.669380357524639,-0.669380357524639
42,89.5514901780169,89.5514901780169,0.6980087888204368,-0.6980087888204368
43,89.53014355908026,89.53014355908026,0.7270690060323541,-0.7270690060323541
44,89.50830136981007,89.50830136981007,0.7565524547448615,-0.7565524547448615
45,89.48596365484133,89.48596365484133,0.7864507458257665,-0.7864507458257665
46,89.46313045912443,89.46313045912443,0.8167556522380353,-0.8167556522380353
47,89.43980182792473,89.43980182792473,0.8474591059214366,-0.8474591059214366
48,89.41597780682163,89.41597780682163,0.8785531947367277,-0.8785531947367277
49,89.39165844170743,89.39165844170743,0.9100301594765398,-0.9100301594765398
50,89.36684377878589,89.36684377878589,0.9418823909347939,-0.9418823909347939
51,89.3415338645703,89.3415338645703,0.9741024270369397,-0.9741024270369397
52,89.31572874588143,89.31572874588143,1.0066829500347816,-1.0066829500347816
53,89.28942846984509,89.28942846984509,1.0396167837486725,-1.0396167837486725
54,89.26263308388951,89.26263308388951,1.0728968908818575,-1.0728968908818575
55,89.23534263574227,89.23534263574227,1.1065163703706111,-1.1065163703706111
56,89.20755717342722,89.20755717342722,1.1404684548090551,-1.1404684548090551
57,89.17927674526105,89.17927674526105,1.1747465079121995,-1.1747465079121995
58,89.15050139984959,89.15050139984959,1.2093440220369212,-1.2093440220369212
59,89.12123118608405,89.12123118608405,1.2442546157535497,-1.2442546157535497
60,89.09146615313693,89.09146615313693,1.2794720314659016,-1.2794720314659016
61,89.06120635045788,89.06120635045788,1.3149901330794145,-1.3149901330794145
62,89.03045182776923,89.03045182776923,1.350802903719021,-1.350802903719021
63,88.99920263506154,88.99920263506154,1.3869044434899738,-1.3869044434899738
64,88.96745882258888,88.96745882258888,1.4232889672875955,-1.4232889672875955
65,88.9352204408641,88.9352204408641,1.4599508026489083,-1.4599508026489083
66,88.9024875406538,88.9024875406538,1.4968843876460218,-1.4968843876460218
67,88.86926017297338,88.86926017297338,1.5340842688280731,-1.5340842688280731
68,88.83553838908193,88.83553838908193,1.5715450991979956,-1.5715450991979956
69,88.80132224047692,88.80132224047692,1.6092616362322536,-1.6092616362322536
70,88.76661177888901,88.76661177888901,1.647228739941669,-1.647228739941669
71,88.73140705627658,88.73140705627658,1.6854413709682343,-1.6854413709682343
72,88.69570812482037,88.69570812482037,1.7238945887212596,-1.7238945887212596
73,88.65951503691804,88.65951503691804,1.7625835495512434,-1.7625835495512434
74,88.62282784517853,88.62282784517853,1.8015035049578874,-1.8015035049578874
