,dorsal1,dorsal2,anterior1,anterior2
0,90.0,90.0,0.0,0.0
1,89.99952806437794,89.99952806437794,0.0009438713825678542,-0.0009438713825678542
2,89.99858304210234,89.99858304210234,0.0028164146010481064,-0.0028164146010481064
3,89.99716496795277,89.99716496795277,0.005600340974049987,-0.005600340974049987
4,89.99527387671124,89.99527387671124,0.009278681982393164,-0.009278681982393164
5,89.99290980316663,89.99290980316663,0.01383478376828442,-0.01383478376828442
6,89.99007278212027,89.99007278212027,0.01925230115526337,-0.01925230115526337
7,89.98676284839279,89.98676284839279,0.025515191869405988,-0.025515191869405988
8,89.98298003683196,89.98298003683196,0.032607710831906174,-0.032607710831906174
9,89.97872438232103,89.97872438232103,0.04051440471055554,-0.04051440471055554
10,89.97399591978824,89.97399591978824,0.04922010637115073,-0.04922010637115073
11,89.96879468421629,89.96879468421629,0.058709929461693865,-0.058709929461693865
12,89.96312071065289,89.96312071065289,0.06896926317085333,-0.06896926317085333
13,89.95697403422103,89.95697403422103,0.07998376704214115,-0.07998376704214115
14,89.95035469012996,89.95035469012996,0.09173936591237823,-0.09173936591237823
15,89.94326271368598,89.94326271368598,0.10422224483462646,-0.10422224483462646
16,89.93569814030364,89.93569814030364,0.11741884426665149,-0.11741884426665149
17,89.92766100551655,89.92766100551655,0.13131585519463349,-0.13131585519463349
18,89.91915134498848,89.91915134498848,0.14590021443829748,-0.14590021443829748
19,89.91016919452417,89.91016919452417,0.16115910001709266,-0.16115910001709266
20,89.90071459008001,89.90071459008001,0.17707992659113025,-0.17707992659113025
21,89.89078756777454,89.89078756777454,0.19365034101698822,-0.19365034101698822
22,89.88038816389854,89.88038816389854,0.21085821797163581,-0.21085821797163581
23,89.86951641492519,89.86951641492519,0.22869165565008828,-0.22869165565008828
24,89.85817235751952,89.85817235751952,0.24713897157802772,-0.24713897157802772
25,89.84635602854772,89.84635602854772,0.2661886984703459,-0.2661886984703459
26,89.83406746508614,89.83406746508614,0.2858295802018759,-0.2858295802018759
27,89.82130670442972,89.82130670442972,0.3060505678180028,-0.3060505678180028
28,89.80807378410022,89.80807378410022,0.32684081566736345,-0.32684081566736345
29,89.79436874185386,89.79436874185386,0.3481896775836416,-0.3481896775836416
30,89.78019161568871,89.78019161568871,0.37008670314121056,-0.37008670314121056
31,89.76554244385154,89.76554244385154,0.392521633994116,-0.392521633994116
32,89.75042126484426,89.75042126484426,0.4154844002924038,-0.4154844002924038
33,89.73482811742991,89.73482811742991,0.4389651171459419,-0.4389651171459419
34,89.71876304063832,89.71876304063832,0.46295408119213816,-0.46295408119213816
35,89.70222607377112,89.70222607377112,0.4874417671916721,-0.4874417671916721
36,89.68521725640649,89.68521725640649,0.5124188247322697,-0.5124188247322697
